Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
WOODLAND MEMORIAL HOSPITAL,50127,CA,READM-30-COPD-HRRP,62,,17.9553,17.3719,14,07/01/2017,12/01/2019
WOODLAND MEMORIAL HOSPITAL,50127,CA,READM-30-HF-HRRP,57,,21.3125,20.7163,14,07/01/2017,12/01/2019
WOODLAND MEMORIAL HOSPITAL,50127,CA,READM-30-HIP-KNEE-HRRP,N/A,,4.1417,3.9179,Too Few to Report,07/01/2017,12/01/2019
WOODLAND MEMORIAL HOSPITAL,50127,CA,READM-30-PN-HRRP,134,,13.6910,14.5837,14,07/01/2017,12/01/2019
TRI-CITY MEDICAL CENTER,50128,CA,READM-30-AMI-HRRP,150,,14.4547,14.1282,23,07/01/2017,12/01/2019
TRI-CITY MEDICAL CENTER,50128,CA,READM-30-HIP-KNEE-HRRP,N/A,,3.8083,4.0115,Too Few to Report,07/01/2017,12/01/2019
TRI-CITY MEDICAL CENTER,50128,CA,READM-30-COPD-HRRP,136,,19.8114,19.7989,27,07/01/2017,12/01/2019
TRI-CITY MEDICAL CENTER,50128,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
TRI-CITY MEDICAL CENTER,50128,CA,READM-30-HF-HRRP,230,,17.6846,19.9594,33,07/01/2017,12/01/2019
TRI-CITY MEDICAL CENTER,50128,CA,READM-30-PN-HRRP,425,,14.4791,15.4498,57,07/01/2017,12/01/2019
ST BERNARDINE MEDICAL CENTER,50129,CA,READM-30-CABG-HRRP,69,,16.2407,15.6817,12,07/01/2017,12/01/2019
ST BERNARDINE MEDICAL CENTER,50129,CA,READM-30-AMI-HRRP,130,,18.3400,17.1449,28,07/01/2017,12/01/2019
ST BERNARDINE MEDICAL CENTER,50129,CA,READM-30-COPD-HRRP,96,,19.7336,19.9408,18,07/01/2017,12/01/2019
ST BERNARDINE MEDICAL CENTER,50129,CA,READM-30-HF-HRRP,179,,21.4647,22.2578,36,07/01/2017,12/01/2019
ST BERNARDINE MEDICAL CENTER,50129,CA,READM-30-HIP-KNEE-HRRP,N/A,,5.4158,4.9854,Too Few to Report,07/01/2017,12/01/2019
ST BERNARDINE MEDICAL CENTER,50129,CA,READM-30-PN-HRRP,202,,19.2949,17.5419,46,07/01/2017,12/01/2019
NOVATO COMMUNITY HOSPITAL,50131,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
NOVATO COMMUNITY HOSPITAL,50131,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
NOVATO COMMUNITY HOSPITAL,50131,CA,READM-30-COPD-HRRP,N/A,,18.6516,18.4322,Too Few to Report,07/01/2017,12/01/2019
NOVATO COMMUNITY HOSPITAL,50131,CA,READM-30-HF-HRRP,126,,20.1816,20.3159,25,07/01/2017,12/01/2019
NOVATO COMMUNITY HOSPITAL,50131,CA,READM-30-HIP-KNEE-HRRP,N/A,,3.2254,3.5813,Too Few to Report,07/01/2017,12/01/2019
NOVATO COMMUNITY HOSPITAL,50131,CA,READM-30-PN-HRRP,131,,14.9902,14.9121,20,07/01/2017,12/01/2019
SAN GABRIEL VALLEY MEDICAL CENTER,50132,CA,READM-30-AMI-HRRP,36,,21.1017,19.9816,11,07/01/2017,12/01/2019
SAN GABRIEL VALLEY MEDICAL CENTER,50132,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
SAN GABRIEL VALLEY MEDICAL CENTER,50132,CA,READM-30-COPD-HRRP,152,,20.4425,21.1484,28,07/01/2017,12/01/2019
SAN GABRIEL VALLEY MEDICAL CENTER,50132,CA,READM-30-HF-HRRP,225,,22.4248,24.3070,45,07/01/2017,12/01/2019
SAN GABRIEL VALLEY MEDICAL CENTER,50132,CA,READM-30-HIP-KNEE-HRRP,N/A,,4.6937,5.2664,Too Few to Report,07/01/2017,12/01/2019
SAN GABRIEL VALLEY MEDICAL CENTER,50132,CA,READM-30-PN-HRRP,560,,17.6383,19.6030,91,07/01/2017,12/01/2019
ADVENTIST HEALTH AND RIDEOUT,50133,CA,READM-30-AMI-HRRP,276,,15.8082,15.4447,45,07/01/2017,12/01/2019
ADVENTIST HEALTH AND RIDEOUT,50133,CA,READM-30-CABG-HRRP,59,,16.5519,14.3376,13,07/01/2017,12/01/2019
ADVENTIST HEALTH AND RIDEOUT,50133,CA,READM-30-COPD-HRRP,346,,19.9258,20.1376,68,07/01/2017,12/01/2019
ADVENTIST HEALTH AND RIDEOUT,50133,CA,READM-30-HF-HRRP,698,,23.1493,22.6661,163,07/01/2017,12/01/2019
ADVENTIST HEALTH AND RIDEOUT,50133,CA,READM-30-HIP-KNEE-HRRP,N/A,,5.1893,5.1258,Too Few to Report,07/01/2017,12/01/2019
ADVENTIST HEALTH AND RIDEOUT,50133,CA,READM-30-PN-HRRP,801,,15.4000,17.0837,116,07/01/2017,12/01/2019
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,50135,CA,READM-30-AMI-HRRP,49,,19.7408,19.0165,12,07/01/2017,12/01/2019
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,50135,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,50135,CA,READM-30-COPD-HRRP,190,,22.3878,22.5178,42,07/01/2017,12/01/2019
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,50135,CA,READM-30-HF-HRRP,148,,25.9705,24.3269,43,07/01/2017,12/01/2019
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,50135,CA,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,07/01/2017,12/01/2019
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,50135,CA,READM-30-PN-HRRP,775,,22.8867,20.7204,185,07/01/2017,12/01/2019
PETALUMA VALLEY HOSPITAL,50136,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
PETALUMA VALLEY HOSPITAL,50136,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
PETALUMA VALLEY HOSPITAL,50136,CA,READM-30-COPD-HRRP,103,,20.0093,20.8181,17,07/01/2017,12/01/2019
PETALUMA VALLEY HOSPITAL,50136,CA,READM-30-HF-HRRP,117,,21.3305,22.3016,22,07/01/2017,12/01/2019
PETALUMA VALLEY HOSPITAL,50136,CA,READM-30-HIP-KNEE-HRRP,N/A,,6.0112,4.8890,Too Few to Report,07/01/2017,12/01/2019
PETALUMA VALLEY HOSPITAL,50136,CA,READM-30-PN-HRRP,187,,16.4417,17.8071,25,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,50137,CA,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,50137,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,50137,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,50137,CA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,50137,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,50137,CA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - LOS ANGELES,50138,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - LOS ANGELES,50138,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - LOS ANGELES,50138,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - LOS ANGELES,50138,CA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - LOS ANGELES,50138,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - LOS ANGELES,50138,CA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - DOWNEY,50139,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - DOWNEY,50139,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - DOWNEY,50139,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - DOWNEY,50139,CA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - DOWNEY,50139,CA,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL - DOWNEY,50139,CA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,50140,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,50140,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,50140,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,50140,CA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,50140,CA,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,07/01/2017,12/01/2019
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,50140,CA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,50145,CA,READM-30-AMI-HRRP,193,,14.1693,15.0092,24,07/01/2017,12/01/2019
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,50145,CA,READM-30-CABG-HRRP,N/A,,12.2822,13.7470,Too Few to Report,07/01/2017,12/01/2019
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,50145,CA,READM-30-COPD-HRRP,220,,17.3363,16.7668,41,07/01/2017,12/01/2019
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,50145,CA,READM-30-HF-HRRP,584,,18.2880,20.3416,100,07/01/2017,12/01/2019
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,50145,CA,READM-30-HIP-KNEE-HRRP,497,,4.3241,3.9732,23,07/01/2017,12/01/2019
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,50145,CA,READM-30-PN-HRRP,844,,12.6845,15.1249,95,07/01/2017,12/01/2019
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,CA,READM-30-AMI-HRRP,N/A,,18.2598,17.5678,Too Few to Report,07/01/2017,12/01/2019
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,CA,READM-30-COPD-HRRP,63,,23.1378,22.5475,17,07/01/2017,12/01/2019
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,CA,READM-30-HF-HRRP,119,,24.8938,23.7062,33,07/01/2017,12/01/2019
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,CA,READM-30-HIP-KNEE-HRRP,N/A,,3.2599,3.2438,Too Few to Report,07/01/2017,12/01/2019
CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,CA,READM-30-PN-HRRP,93,,19.0294,19.4690,16,07/01/2017,12/01/2019
SIERRA NEVADA MEMORIAL HOSPITAL,50150,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
SIERRA NEVADA MEMORIAL HOSPITAL,50150,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
SIERRA NEVADA MEMORIAL HOSPITAL,50150,CA,READM-30-COPD-HRRP,212,,16.3006,17.2002,30,07/01/2017,12/01/2019
SIERRA NEVADA MEMORIAL HOSPITAL,50150,CA,READM-30-HF-HRRP,305,,18.3594,19.8437,51,07/01/2017,12/01/2019
SIERRA NEVADA MEMORIAL HOSPITAL,50150,CA,READM-30-HIP-KNEE-HRRP,N/A,,3.6380,3.7992,Too Few to Report,07/01/2017,12/01/2019
SIERRA NEVADA MEMORIAL HOSPITAL,50150,CA,READM-30-PN-HRRP,270,,13.0432,14.4867,28,07/01/2017,12/01/2019
SAINT FRANCIS MEMORIAL HOSPITAL,50152,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
SAINT FRANCIS MEMORIAL HOSPITAL,50152,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
SAINT FRANCIS MEMORIAL HOSPITAL,50152,CA,READM-30-COPD-HRRP,104,,22.3934,21.2746,28,07/01/2017,12/01/2019
SAINT FRANCIS MEMORIAL HOSPITAL,50152,CA,READM-30-HF-HRRP,86,,24.7564,21.7856,30,07/01/2017,12/01/2019
SAINT FRANCIS MEMORIAL HOSPITAL,50152,CA,READM-30-HIP-KNEE-HRRP,N/A,,3.3896,3.5046,Too Few to Report,07/01/2017,12/01/2019
SAINT FRANCIS MEMORIAL HOSPITAL,50152,CA,READM-30-PN-HRRP,213,,16.4871,16.0585,37,07/01/2017,12/01/2019
ENCINO HOSPITAL MEDICAL CENTER,50158,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ENCINO HOSPITAL MEDICAL CENTER,50158,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
ENCINO HOSPITAL MEDICAL CENTER,50158,CA,READM-30-COPD-HRRP,N/A,,23.8169,23.7820,Too Few to Report,07/01/2017,12/01/2019
ENCINO HOSPITAL MEDICAL CENTER,50158,CA,READM-30-HF-HRRP,131,,23.4318,23.6733,30,07/01/2017,12/01/2019
ENCINO HOSPITAL MEDICAL CENTER,50158,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ENCINO HOSPITAL MEDICAL CENTER,50158,CA,READM-30-PN-HRRP,183,,21.6561,19.9159,46,07/01/2017,12/01/2019
VENTURA COUNTY MEDICAL CENTER,50159,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
VENTURA COUNTY MEDICAL CENTER,50159,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
VENTURA COUNTY MEDICAL CENTER,50159,CA,READM-30-COPD-HRRP,56,,20.2267,19.8475,13,07/01/2017,12/01/2019
VENTURA COUNTY MEDICAL CENTER,50159,CA,READM-30-HF-HRRP,101,,19.0428,20.6531,14,07/01/2017,12/01/2019
VENTURA COUNTY MEDICAL CENTER,50159,CA,READM-30-HIP-KNEE-HRRP,N/A,,3.3159,3.2096,Too Few to Report,07/01/2017,12/01/2019
VENTURA COUNTY MEDICAL CENTER,50159,CA,READM-30-PN-HRRP,108,,16.1767,15.3863,21,07/01/2017,12/01/2019
SAN JOAQUIN GENERAL HOSPITAL,50167,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
SAN JOAQUIN GENERAL HOSPITAL,50167,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
SAN JOAQUIN GENERAL HOSPITAL,50167,CA,READM-30-COPD-HRRP,N/A,,17.3292,18.1246,Too Few to Report,07/01/2017,12/01/2019
SAN JOAQUIN GENERAL HOSPITAL,50167,CA,READM-30-HF-HRRP,87,,20.6376,20.6233,18,07/01/2017,12/01/2019
SAN JOAQUIN GENERAL HOSPITAL,50167,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
SAN JOAQUIN GENERAL HOSPITAL,50167,CA,READM-30-PN-HRRP,74,,17.1135,15.6458,19,07/01/2017,12/01/2019
PROVIDENCE ST. JUDE MEDICAL CENTER,50168,CA,READM-30-AMI-HRRP,170,,13.9368,15.6502,17,07/01/2017,12/01/2019
PROVIDENCE ST. JUDE MEDICAL CENTER,50168,CA,READM-30-CABG-HRRP,N/A,,12.8355,13.0538,Too Few to Report,07/01/2017,12/01/2019
PROVIDENCE ST. JUDE MEDICAL CENTER,50168,CA,READM-30-COPD-HRRP,135,,19.4671,20.1944,23,07/01/2017,12/01/2019
PROVIDENCE ST. JUDE MEDICAL CENTER,50168,CA,READM-30-HF-HRRP,439,,21.7912,22.3436,94,07/01/2017,12/01/2019
PROVIDENCE ST. JUDE MEDICAL CENTER,50168,CA,READM-30-HIP-KNEE-HRRP,N/A,,3.6609,3.7956,Too Few to Report,07/01/2017,12/01/2019
PROVIDENCE ST. JUDE MEDICAL CENTER,50168,CA,READM-30-PN-HRRP,672,,16.9364,18.0984,109,07/01/2017,12/01/2019
PIH HEALTH HOSPITAL-WHITTIER,50169,CA,READM-30-AMI-HRRP,224,,22.6492,18.4168,64,07/01/2017,12/01/2019
PIH HEALTH HOSPITAL-WHITTIER,50169,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
PIH HEALTH HOSPITAL-WHITTIER,50169,CA,READM-30-COPD-HRRP,105,,21.4370,20.8573,25,07/01/2017,12/01/2019
PIH HEALTH HOSPITAL-WHITTIER,50169,CA,READM-30-HF-HRRP,410,,24.7409,22.8019,107,07/01/2017,12/01/2019
PIH HEALTH HOSPITAL-WHITTIER,50169,CA,READM-30-HIP-KNEE-HRRP,N/A,,4.3678,4.6043,Too Few to Report,07/01/2017,12/01/2019
PIH HEALTH HOSPITAL-WHITTIER,50169,CA,READM-30-PN-HRRP,423,,17.6118,17.4906,75,07/01/2017,12/01/2019
PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,50174,CA,READM-30-AMI-HRRP,312,,13.5268,14.3026,39,07/01/2017,12/01/2019
PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,50174,CA,READM-30-CABG-HRRP,N/A,,9.6180,10.9886,Too Few to Report,07/01/2017,12/01/2019
PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,50174,CA,READM-30-COPD-HRRP,199,,20.5343,20.9615,39,07/01/2017,12/01/2019
PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,50174,CA,READM-30-HF-HRRP,537,,19.5473,22.0859,97,07/01/2017,12/01/2019
PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,50174,CA,READM-30-HIP-KNEE-HRRP,N/A,,3.3334,4.5458,Too Few to Report,07/01/2017,12/01/2019
PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,50174,CA,READM-30-PN-HRRP,524,,14.9442,16.8065,70,07/01/2017,12/01/2019
EMANUEL MEDICAL CENTER,50179,CA,READM-30-AMI-HRRP,255,,17.6722,16.0222,51,07/01/2017,12/01/2019
EMANUEL MEDICAL CENTER,50179,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
EMANUEL MEDICAL CENTER,50179,CA,READM-30-COPD-HRRP,233,,18.8939,19.1144,43,07/01/2017,12/01/2019
EMANUEL MEDICAL CENTER,50179,CA,READM-30-HF-HRRP,395,,24.2922,21.2404,105,07/01/2017,12/01/2019
EMANUEL MEDICAL CENTER,50179,CA,READM-30-HIP-KNEE-HRRP,N/A,,4.4888,4.0150,Too Few to Report,07/01/2017,12/01/2019
EMANUEL MEDICAL CENTER,50179,CA,READM-30-PN-HRRP,532,,18.1907,15.5610,108,07/01/2017,12/01/2019
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,50180,CA,READM-30-AMI-HRRP,110,,15.5018,14.7447,20,07/01/2017,12/01/2019
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,50180,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,50180,CA,READM-30-COPD-HRRP,228,,20.9695,19.7918,53,07/01/2017,12/01/2019
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,50180,CA,READM-30-HF-HRRP,705,,21.7354,21.1607,155,07/01/2017,12/01/2019
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,50180,CA,READM-30-HIP-KNEE-HRRP,788,,3.8233,3.8508,30,07/01/2017,12/01/2019
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,50180,CA,READM-30-PN-HRRP,860,,16.1111,16.4656,137,07/01/2017,12/01/2019
ST MARY MEDICAL CENTER,50191,CA,READM-30-AMI-HRRP,93,,18.3701,18.6967,16,07/01/2017,12/01/2019
ST MARY MEDICAL CENTER,50191,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ST MARY MEDICAL CENTER,50191,CA,READM-30-COPD-HRRP,68,,23.4143,23.3948,16,07/01/2017,12/01/2019
ST MARY MEDICAL CENTER,50191,CA,READM-30-HF-HRRP,93,,27.3825,24.2491,34,07/01/2017,12/01/2019
ST MARY MEDICAL CENTER,50191,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ST MARY MEDICAL CENTER,50191,CA,READM-30-PN-HRRP,150,,16.5333,17.9117,19,07/01/2017,12/01/2019
ADVENTIST HEALTH REEDLEY,50192,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ADVENTIST HEALTH REEDLEY,50192,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
ADVENTIST HEALTH REEDLEY,50192,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ADVENTIST HEALTH REEDLEY,50192,CA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ADVENTIST HEALTH REEDLEY,50192,CA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
ADVENTIST HEALTH REEDLEY,50192,CA,READM-30-PN-HRRP,N/A,,11.8305,12.4933,Too Few to Report,07/01/2017,12/01/2019
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-COPD-HRRP,86,,18.7154,17.8910,20,07/01/2017,12/01/2019
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-HF-HRRP,170,,17.7403,19.5586,24,07/01/2017,12/01/2019
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-PN-HRRP,247,,15.8598,14.1704,47,07/01/2017,12/01/2019
WASHINGTON HOSPITAL,50195,CA,READM-30-AMI-HRRP,193,,20.4768,17.2658,50,07/01/2017,12/01/2019
WASHINGTON HOSPITAL,50195,CA,READM-30-CABG-HRRP,36,,16.0369,12.7376,11,07/01/2017,12/01/2019
WASHINGTON HOSPITAL,50195,CA,READM-30-COPD-HRRP,277,,20.8891,19.2825,65,07/01/2017,12/01/2019
WASHINGTON HOSPITAL,50195,CA,READM-30-HF-HRRP,546,,21.7827,20.4682,123,07/01/2017,12/01/2019
WASHINGTON HOSPITAL,50195,CA,READM-30-HIP-KNEE-HRRP,1489,,2.8931,3.4466,40,07/01/2017,12/01/2019
WASHINGTON HOSPITAL,50195,CA,READM-30-PN-HRRP,613,,16.9434,14.8813,113,07/01/2017,12/01/2019
SEQUOIA HOSPITAL,50197,CA,READM-30-AMI-HRRP,59,,16.5747,15.9723,12,07/01/2017,12/01/2019
SEQUOIA HOSPITAL,50197,CA,READM-30-CABG-HRRP,N/A,,11.8650,12.4246,Too Few to Report,07/01/2017,12/01/2019
SEQUOIA HOSPITAL,50197,CA,READM-30-COPD-HRRP,58,,18.6613,18.6235,11,07/01/2017,12/01/2019
SEQUOIA HOSPITAL,50197,CA,READM-30-HF-HRRP,267,,19.8774,19.8999,53,07/01/2017,12/01/2019
SEQUOIA HOSPITAL,50197,CA,READM-30-HIP-KNEE-HRRP,890,,2.2466,3.5534,12,07/01/2017,12/01/2019
SEQUOIA HOSPITAL,50197,CA,READM-30-PN-HRRP,258,,13.8344,14.1793,34,07/01/2017,12/01/2019
PALMDALE REGIONAL MEDICAL CENTER,50204,CA,READM-30-AMI-HRRP,N/A,,13.4232,14.5424,Too Few to Report,07/01/2017,12/01/2019
PALMDALE REGIONAL MEDICAL CENTER,50204,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
PALMDALE REGIONAL MEDICAL CENTER,50204,CA,READM-30-COPD-HRRP,98,,19.9452,19.6227,21,07/01/2017,12/01/2019
PALMDALE REGIONAL MEDICAL CENTER,50204,CA,READM-30-HF-HRRP,221,,24.9753,22.6084,62,07/01/2017,12/01/2019
PALMDALE REGIONAL MEDICAL CENTER,50204,CA,READM-30-HIP-KNEE-HRRP,N/A,,4.7165,4.2499,Too Few to Report,07/01/2017,12/01/2019
PALMDALE REGIONAL MEDICAL CENTER,50204,CA,READM-30-PN-HRRP,223,,19.4108,17.9716,49,07/01/2017,12/01/2019
ALAMEDA HOSPITAL,50211,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ALAMEDA HOSPITAL,50211,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
ALAMEDA HOSPITAL,50211,CA,READM-30-COPD-HRRP,86,,20.6689,19.7255,22,07/01/2017,12/01/2019
ALAMEDA HOSPITAL,50211,CA,READM-30-HF-HRRP,131,,22.0046,21.2918,31,07/01/2017,12/01/2019
ALAMEDA HOSPITAL,50211,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ALAMEDA HOSPITAL,50211,CA,READM-30-PN-HRRP,265,,15.6873,15.8139,41,07/01/2017,12/01/2019
SHARP CHULA VISTA MEDICAL CENTER,50222,CA,READM-30-AMI-HRRP,107,,18.0563,16.1765,26,07/01/2017,12/01/2019
